from,to,score
ITGA4,LAMA2,0.748
ITGA4,LAMA4,0.778
ITGA4,LAMC1,0.747
ITGA4,LAMC3,0.72
ITGA4,PECAM1,0.746
ITGA4,PTPRC,0.765
ITGA4,RASSF5,0.918
ITGA4,SELE,0.725
ITGA4,THBS1,0.738
ITGA4,VCAM1,0.999
ITGA4,VWF,0.743
ITGA4,THBS2,0.735
ITGA4,THBS4,0.716
ITGA4,TSPAN8,0.985
ITGA4,SKAP2,0.901
ITGA5,ITGA8,0.833
ITGA5,ITGA9,0.765
ITGA5,ITGB2,0.993
ITGA5,L1CAM,0.833
ITGA5,LAMA2,0.783
ITGA5,LAMA4,0.888
ITGA5,LAMC1,0.865
ITGA5,LAMC3,0.828
ITGA5,PARVA,0.735
ITGA5,RUNX2,0.852
ITGA5,THBS1,0.812
ITGA5,VCAM1,0.828
ITGA5,VWF,0.755
ITGA5,THBS2,0.781
ITGA5,THBS4,0.702
ITGA5,TNC,0.717
ITGA5,SKAP2,0.9
ITGA7,ITGB2,0.747
ITGA7,LAMA2,0.906
ITGA7,LAMA4,0.894
ITGA7,LAMC1,0.788
ITGA7,LAMC3,0.755
ITGA7,PARVA,0.707
ITGA7,THBS1,0.811
ITGA7,TNXB,0.749
ITGA7,VWF,0.711
ITGA7,THBS2,0.744
ITGA7,THBS4,0.736
ITGA8,ITGA9,0.781
ITGA8,ITGB2,0.844
ITGA8,LAMA2,0.87
ITGA8,LAMA4,0.827
ITGA8,LAMC1,0.763
ITGA8,LAMC3,0.727
ITGA8,THBS1,0.746
ITGA8,TNXB,0.924
ITGA8,VWF,0.708
ITGA8,THBS2,0.743
ITGA8,THBS4,0.711
ITGA8,TNC,0.911
ITGA8,NPNT,0.999
ITGA8,TNN,0.915
ITGA9,ITGB2,0.745
ITGA9,LAMA2,0.803
ITGA9,LAMA4,0.77
ITGA9,LAMC1,0.742
ITGA9,LAMC3,0.76
ITGA9,LYVE1,0.705
ITGA9,THBS1,0.85
ITGA9,TNXB,0.921
ITGA9,VCAM1,0.989
ITGA9,VWF,0.743
ITGA9,THBS2,0.824
ITGA9,TNC,0.952
ITGA9,TNN,0.916
ITGAM,ITGB2,0.999
ITGAM,JAM3,0.995
ITGAM,KIT,0.797
ITGAM,MRC1,0.931
ITGAM,NT5E,0.796
ITGAM,PECAM1,0.836
ITGAM,PIK3R1,0.91
ITGAM,PIK3R3,0.9
ITGAM,PTPRC,0.971
ITGAM,RASSF5,0.916
ITGAM,SCARB1,0.776
ITGAM,SCARB2,0.778
ITGAM,SELE,0.762
ITGAM,SIRPA,0.726
ITGAM,THY1,0.998
ITGAM,TLR4,0.92
ITGAM,TYROBP,0.737
ITGAM,VCAM1,0.991
ITGAM,PRKD1,0.908
ITGB2,JAM2,0.874
ITGB2,JAM3,0.998
ITGB2,LAPTM5,0.861
ITGB2,LCP1,0.741
ITGB2,LYN,0.748
ITGB2,PECAM1,0.814
ITGB2,PIK3R1,0.918
ITGB2,PIK3R3,0.908
ITGB2,PTPRC,0.87
ITGB2,RAC2,0.755
ITGB2,RASSF5,0.939
ITGB2,SCARB1,0.785
ITGB2,SCARB2,0.781
ITGB2,SELE,0.993
ITGB2,SYK,0.918
ITGB2,THY1,0.979
ITGB2,TYROBP,0.972
ITGB2,VCAM1,0.998
ITGB2,PRKD1,0.906
ITGBL1,RUNX2,0.818
ITIH4,MRC1,0.727
ITIH4,SDC3,0.841
ITIH4,TLR4,0.704
ITIH4,SCD5,0.997
ITIH4,SLCO2A1,0.877
ITIH5,PRELP,0.7
ITPKC,PLCB4,0.709
JAM2,JAM3,0.99
JAM2,OCLN,0.734
JAM3,MYO6,0.72
JAM3,OCLN,0.731
JAM3,PDLIM4,0.72
JPH1,RYR1,0.948
KALRN,MYLK,0.819
KALRN,PAM,0.973
KAT2B,MECOM,0.861
KAT2B,PPARGC1A,0.701
KAT2B,TWIST1,0.832
KAT2B,ZEB1,0.809
KAT2B,TBL1X,0.7
KCNE3,KCNE4,0.95
KCNE3,KCNJ13,0.92
KCNE3,KCNN4,0.947
KCNE3,KCNJ8,0.734
KCNE4,KCNQ5,0.893
KCNJ13,KCNN4,0.932
KCNJ2,KCNQ5,0.929
KCNJ2,SCN4B,0.856
KCNJ2,SOX9,0.782
KCNMB2,KCNN4,0.925
KCNMB2,PRKACB,0.9
KCNMB2,PRKG1,0.904
KCNN4,PRKCA,0.918
KCNN4,SHPK,0.731
KCNQ5,NCALD,0.912
KDM1B,KDM4C,0.712
KDM1B,MBD5,0.808
KIT,KRT7,0.717
KIT,LYN,0.928
KIT,MITF,0.783
KIT,PDGFC,0.765
KIT,PDGFD,0.735
KIT,PECAM1,0.774
KIT,PGF,0.798
KIT,PIK3R1,0.995
KIT,PIK3R3,0.932
KIT,PLCB4,0.718
KIT,PRKCA,0.912
KIT,PTPRC,0.906
KIT,SHC1,0.967
KIT,SHC3,0.925
KIT,TGFA,0.86
KIT,THY1,0.789
KIT,VCAM1,0.729
KIT,VEGFC,0.85
KIT,TFRC,0.773
KIT,TFAP2B,0.776
KLF15,PLXND1,0.775
KLF2,S1PR1,0.856
KLF2,SOX2,0.798
KLF4,MYOCD,0.833
KLF4,SOX2,0.998
KLF4,TCF4,0.702
KLF4,ZNF750,0.855
KLF4,MYCL,0.716
KLF4,TBX3,0.878
KLHL13,RHOBTB1,0.907
KLHL13,RHOBTB2,0.905
KLK5,ST14,0.82
KRT19,KRT7,0.701
KRT19,LGALS3,0.747
KRT19,MUC1,0.775
KRT19,PECAM1,0.781
KRT19,SOX9,0.731
KRT19,THY1,0.731
KRT7,MUC1,0.768
L1CAM,LAMC1,0.725
L1CAM,MSN,0.761
L1CAM,NRP1,0.999
L1CAM,PLXNA1,0.734
L1CAM,SEMA3A,0.79
LAMA2,LAMA4,0.768
LAMA2,LAMC1,0.981
LAMA2,LAMC3,0.939
LAMA2,NID1,0.908
LAMA2,SGCB,0.703
LAMA2,SGCD,0.81
LAMA2,NID2,0.843
LAMA4,LAMC1,0.98
LAMA4,LAMC3,0.95
LAMA4,MCAM,0.961
LAMA4,NID1,0.797
LAMA4,NID2,0.896
LAMC1,NID1,0.997
LAMC1,NID2,0.984
LAMC3,NID1,0.865
LAMC3,SV2A,0.702
LAMC3,NID2,0.762
LAPTM5,LCP1,0.786
LAPTM5,SDC3,0.778
LAPTM5,TYROBP,0.747
LAPTM5,SRGN,0.773
LASP1,PALLD,0.878
LASP1,LPP,0.95
LASP1,TRAF4,0.737
LCN2,MMP2,0.907
LCN2,TIMP1,0.85
LCN2,SLC7A8,0.802
LCN2,SLPI,0.896
LCP1,STAT4,0.757
LCP2,LYN,0.967
LCP2,PIK3R1,0.85
LCP2,PTPRC,0.935
LCP2,SHC1,0.945
LCP2,SYK,0.999
LCP2,TYROBP,0.96
LCP2,WIPF1,0.805
LCP2,SKAP2,0.851
LDB2,LMO2,0.998
LDB2,TAL1,0.995
LDB2,LMO3,0.794
LDB3,SGCD,0.742
LDB3,NEXN,0.707
LDB3,PDLIM3,0.714
LEPR,PPARG,0.734
LEPR,LEPROT,0.893
LGALS1,LGALS3,0.735
LGALS1,LUM,0.713
LGALS1,PTPRC,0.905
LGALS1,VIM,0.879
LGALS3,MUC1,0.995
LGALS3,PTPRC,0.983
LGALS3,RUNX2,0.887
LGALS3,TLR4,0.938
LGALS3,VCAM1,0.805
LGALS3,VIM,0.778
LGALS3,TIMP1,0.743
LGALS3,VWF,0.84
LGALS3,TRIM16,0.993
LIFR,OSMR,0.913
LIFR,PIK3R1,0.911
LIFR,PIK3R3,0.908
LIMS2,PARVA,0.974
LIMS3,PARVA,0.884
LIPG,LPIN1,0.749
LIPG,LPIN2,0.712
LIPG,LPL,0.907
LIPG,MGLL,0.926
LIPG,PLPP3,0.716
LIPG,PLPP4,0.903
LIPH,LPAR6,0.949
LMF1,LPL,0.937
LMNB1,MNS1,0.848
LMNB1,PRKCA,0.722
LMNB1,PXDN,0.728
LMNB1,SYNE2,0.963
LMNB1,STAT4,0.759
LMO2,TAL1,0.999
LMOD1,MYH11,0.951
LMOD1,MYL9,0.844
LMOD1,MYLK,0.822
LMOD1,TAGLN,0.757
LMOD1,TPM1,0.797
LMOD1,TPM2,0.721
LOX,MFAP2,0.882
LOX,MMP2,0.73
LOX,POSTN,0.811
LOX,THBS1,0.807
LOX,MFAP5,0.704
LOX,LOXL2,0.753
LPA,LPL,0.794
LPA,PLTP,0.856
LPA,TFPI,0.745
LPAR1,LPAR6,0.992
LPAR6,RCBTB2,0.755
LPCAT2,PAFAH1B2,0.909
LPCAT2,PLA2G2A,0.769
LPCAT2,PLD1,0.925
LPCAT2,PLA2G5,0.7
LPIN1,LPIN2,0.963
LPIN1,LPL,0.937
LPIN1,MBOAT2,0.773
LPIN1,PLD1,0.737
LPIN1,PLPP3,0.973
LPIN1,PPARG,0.909
LPIN1,PPARGC1A,0.947
LPIN1,PLPP4,0.947
LPIN2,LPL,0.91
LPIN2,MBOAT2,0.728
LPIN2,PLD1,0.723
LPIN2,PLPP3,0.974
LPIN2,PLPP4,0.92
LPL,MGLL,0.967
LPL,PLPP3,0.917
LPL,PLTP,0.886
LPL,PPARG,0.941
LPL,PPARGC1A,0.797
LPL,SCARB1,0.833
LPL,SCARB2,0.812
LPL,PLPP4,0.9
LPL,VLDLR,0.911
LPL,PCSK5,0.777
LRG1,SERPINA3,0.711
LRRC32,TGFB2,0.783
LRRC32,TGFB3,0.819
LRRK2,MAP1B,0.732
LRRK2,MSN,0.952
LRRK2,SFN,0.975
LRRK2,SH3GL3,0.872
LRRK2,SNCA,0.986
LRRK2,WNT3,0.766
LRRK2,TUBA1A,0.849
LRRK2,SNCAIP,0.706
LRRK2,UCHL1,0.844
LSP1,PLK3,0.839
LSP1,TOX3,0.892
LTBP2,TGFB2,0.941
LTBP2,TGFB3,0.74
LTBP2,WNT10A,0.751
LUM,MFAP4,0.732
LUM,MMP2,0.78
LUM,OGN,0.859
LUM,OMD,0.742
LUM,POSTN,0.913
LUM,TGFB2,0.808
LUM,THBS2,0.826
LUM,VCAN,0.71
LUM,PRELP,0.771
LY96,S100A8,0.814
LY96,S100A9,0.85
LY96,TLR4,0.999
LY96,TLR6,0.867
LYN,MUC1,0.759
LYN,PECAM1,0.802
LYN,PIK3R1,0.964
LYN,PIK3R3,0.921
LYN,PRKCA,0.914
LYN,PTPRC,0.981
LYN,SCARB1,0.975
LYN,SCARB2,0.973
LYN,SH3KBP1,0.702
LYN,SHC1,0.991
LYN,SHC3,0.916
LYN,SYK,0.999
LYN,SKAP2,0.781
LYPLAL1,PPP1R3B,0.79
LYVE1,MRC1,0.761
LYVE1,PDPN,0.875
LYVE1,PECAM1,0.822
LYVE1,PROX1,0.826
LYVE1,VWF,0.724
LYVE1,VEGFC,0.911
LYVE1,VCAN,0.819
MAB21L1,MEIS2,0.872
MAB21L1,NBEA,0.902
MAGI2,NLGN1,0.893
MAGI2,NLGN4X,0.763
MAGI2,MAGI3,0.945
MAL,OCLN,0.701
MAOB,SNCA,0.815
MAOB,SLC6A4,0.868
MAP1A,MAP1LC3C,0.841
MAP1B,MAP1LC3C,0.785
MAP1LC3C,PLEKHM1,0.947
MAP2K4,MAPK13,0.928
MAP2K4,PRKCA,0.909
MAP2K4,RAC2,0.914
MAP2K4,MAP3K20,0.713
MAPK13,PPARGC1A,0.924
MAPK13,PRKG1,0.915
MAPK13,RAPGEF4,0.912
MARVELD2,MPDZ,0.754
MARVELD2,OCLN,0.992
MARVELD2,TUBA1A,0.9
MASP1,SERPING1,0.99
MAT1A,SHMT1,0.778
MATN3,SLC26A2,0.907
MBNL3,QKI,0.891
MBOAT2,PLD1,0.926
MBOAT2,PLPP3,0.846
MBOAT2,PLPP4,0.923
MCAM,NT5E,0.802
MCAM,PECAM1,0.852
MCAM,PTPRC,0.777
MCAM,THY1,0.805
MCAM,WNT5A,0.769
MDK,PTN,0.792
MDK,PTPRB,0.825
MDK,PTPRZ1,0.978
MDK,SDC4,0.715
MDK,NOTCH2,0.972
MECOM,RPL22,0.801
MECOM,RUNX1T1,0.744
MEF2C,MYOCD,0.811
MEF2C,PPARGC1A,0.943
MEF2C,TCF4,0.766
MEGF6,MFAP5,0.719
MEIS2,PAX6,0.843
MELTF,TFRC,0.792
MEOX1,MEOX2,0.83
MEST,PLAGL1,0.871
MFAP2,MFAP4,0.81
MFAP2,MFAP5,0.943
MFAP4,MFAP5,0.713
MFGE8,MUC1,0.702
MFHAS1,PPP1R3B,0.929
MGLL,NAAA,0.78
MGP,PROS1,0.88
MICAL2,PLXNA4,0.747
MICB,ULBP2,0.971
MITF,MLANA,0.741
MITF,NFATC1,0.704
MITF,PAX3,0.881
MITF,PAX6,0.911
MITF,PMEL,0.773
MITF,SOX10,0.94
MITF,TYR,0.981
MITF,TYRP1,0.936
MLANA,PMEL,0.99
MLANA,SOX10,0.745
MLANA,TRPM1,0.809
MLANA,TYR,0.985
MLANA,TYRP1,0.902
MMP1,MMP10,0.789
MMP1,MMP2,0.93
MMP1,MMP3,0.985
MMP1,SERPINE1,0.773
MMP1,TIMP2,0.936
MMP1,TIMP1,0.999
MMP1,TIMP3,0.749
MMP1,SERPINH1,0.711
MMP1,TIMP4,0.784
MMP10,MMP2,0.721
MMP10,MMP3,0.973
MMP10,TIMP2,0.981
MMP10,TIMP1,0.988
MMP2,PECAM1,0.75
MMP2,POSTN,0.787
MMP2,RECK,0.783
MMP2,SERPINE1,0.755
MMP2,TGFB2,0.721
MMP2,THBS1,0.985
MMP2,TIMP2,0.999
MMP2,TIMP1,0.997
MMP2,TIMP3,0.996
MMP2,THBS2,0.89
MMP2,TIMP4,0.963
MMP3,NID1,0.844
MMP3,PRKCA,0.801
MMP3,SERPINE1,0.877
MMP3,TIMP2,0.967
MMP3,TIMP1,0.999
MMP3,TIMP3,0.918
MMP3,TIMP4,0.882
MMRN1,VWF,0.72
MMRN2,ROBO4,0.736
MNDA,TYROBP,0.92
MNDA,TLR8,0.906
MNS1,TUBA1A,0.837
MOB1A,SAV1,0.967
MOCS1,NPR2,0.818
MPDZ,OCLN,0.892
MRAS,PIK3R1,0.919
MRAS,PIK3R3,0.91
MRAS,PRKCA,0.909
MRAS,RASA3,0.718
MRAS,RASAL1,0.71
MRAS,RASGRF1,0.929
MRAS,RASGRP3,0.765
MRAS,RASSF5,0.966
MRAS,RGL1,0.935
MRAS,TIAM1,0.926
MRC1,MSR1,0.795
MRC1,PPARG,0.73
MRC1,PTPRC,0.802
MRC1,TLR4,0.79
MREG,RAB27A,0.833
MRPL33,MRPS10,0.998
MRPL33,SOD2,0.896
MRPS10,NSA2,0.927
MRPS10,RPL22,0.866
MRPS10,RPS27,0.917
MRPS10,SOD2,0.834
MS4A4A,MS4A6A,0.711
MS4A4A,VSIG4,0.958
MS4A6A,TYROBP,0.79
MS4A6A,MS4A7,0.791
MSI2,SOX2,0.772
MSI2,RHOBTB2,0.705
MSN,PDPN,0.837
MSN,SDC2,0.912
MSN,SYK,0.745
MSN,VCAM1,0.982
MSN,STAT4,0.761
MSR1,SCARB1,0.817
MSR1,SCARB2,0.807
MSX1,MSX2,0.957
MSX1,OSR2,0.873
MSX1,PAX3,0.719
MSX1,RUNX2,0.701
MSX1,TGFB3,0.834
MSX1,WNT10A,0.76
MSX2,RUNX2,0.995
MSX2,TWIST1,0.901
MTMR1,PLCB4,0.718
MTMR1,PIP4P2,0.907
MTUS2,PDCD1LG2,0.72
MUC1,MUC15,0.97
MUC1,SELE,0.865
MUC1,MUC4,0.99
MUC15,MUC4,0.92
MVK,PMVK,0.994
MX1,MX2,0.979
MX1,OAS1,0.985
MX1,STAT2,0.939
MX1,TRPC1,0.727
MX1,XAF1,0.925
MX1,SAMHD1,0.765
MX2,OAS1,0.918
MX2,STAT2,0.845
MX2,XAF1,0.869
MX2,SAMHD1,0.898
MYH10,MYH11,0.938
MYH10,MYH14,0.915
MYH10,MYL9,0.996
MYH10,MYLK,0.807
MYH10,TPM1,0.722
MYH10,TPM2,0.703
MYH11,MYH14,0.915
MYH11,MYL9,0.986
MYH11,MYLK,0.947
MYH11,MYOCD,0.82
MYH11,RUNX1T1,0.814
MYH11,SMTN,0.803
MYH11,TAGLN,0.927
MYH11,TPM1,0.882
MYH11,TPM2,0.897
MYH14,MYL9,0.946
MYL9,MYLK,0.989
MYL9,TAGLN,0.929
MYL9,TPM1,0.84
MYL9,TPM2,0.866
MYLK,PRKACB,0.907
MYLK,TPM1,0.857
MYLK,TPM2,0.82
MYO5B,RAB3IP,0.712
MYO5B,SPINT2,0.713
MYO5B,RAB25,0.965
MYO6,PAK3,0.9
MYO6,PDLIM4,0.903
MYO6,TMPRSS3,0.737
MYOCD,SMTN,0.715
MYOCD,TAGLN,0.885
MYOCD,PHACTR1,0.804
MYRIP,RAB27A,0.999
NBEA,PRKACB,0.779
NDFIP2,NEDD4L,0.921
NECTIN3,PVR,0.99
NECTIN3,NECTIN4,0.924
NEDD4L,PDGFRA,0.778
NEDD4L,SCNN1A,0.998
NEDD4L,SFN,0.916
NEDD4L,SMAD6,0.801
NEDD4L,WNK1,0.87
NEDD4L,PTBP3,0.721
NEGR1,SEC16B,0.768
NES,PAX6,0.859
NES,PDGFRA,0.75
NES,S100B,0.728
NES,SOX2,0.891
NES,THY1,0.729
NES,VIM,0.867
NES,SYNM,0.949
NFASC,NRCAM,0.97
NFASC,PTPRB,0.712
NFASC,PTPRZ1,0.754
NFASC,SDCBP,0.949
NFASC,SPTBN1,0.799
NFATC1,PRKACB,0.927
NFATC1,RUNX2,0.724
NFATC4,SOX10,0.921
NID1,NID2,0.916
NLGN1,NPTX2,0.796
NLGN1,SPARCL1,0.737
NOX4,RAC2,0.783
NOX4,TLR4,0.996
NOX4,XDH,0.726
NPR2,PDE1A,0.741
NPR2,PDE2A,0.798
NPR2,PDE3A,0.859
NPR2,PDE5A,0.855
NPR2,PDE1C,0.731
NQO1,ODC1,0.952
NR1D1,PPARGC1A,0.839
NR1D1,RORA,0.78
NR4A1,PLXND1,0.775
NR4A1,PRKACB,0.932
NRCAM,PLXNA1,0.786
NRCAM,PTPRB,0.746
NRCAM,PTPRZ1,0.923
NRCAM,SPTBN1,0.811
NRG1,SHC1,0.762
NRG1,TGFA,0.735
NRG1,NRG4,0.989
NRP1,PDGFC,0.803
NRP1,PGF,0.997
NRP1,PLXNA1,0.999
NRP1,PLXNA4,0.999
NRP1,PLXNC1,0.874
NRP1,PLXND1,0.985
NRP1,SEMA3A,0.999
NRP1,TGFBR2,0.782
NRP1,THBD,0.755
NRP1,VEGFC,0.904
NRP1,SEMA3G,0.993
NRP1,SEMA6A,0.922
NSA2,RPL22,0.871
NT5E,PDE5A,0.733
NT5E,PECAM1,0.84
NT5E,PTPRC,0.891
NT5E,SOX2,0.714
NT5E,THY1,0.919
NT5E,VCAM1,0.724
NT5E,PDE7A,0.769
NTF3,NTRK2,0.999
NTF3,NTRK3,0.999
NTF3,PDGFRA,0.843
NTF3,PDGFRB,0.725
NTF3,SHC1,0.78
NTF3,TEK,0.701
NTN4,UNC5B,0.939
NTRK2,NTRK3,0.969
NTRK2,PDGFC,0.802
NTRK2,PIK3R1,0.741
NTRK2,SHC1,0.999
NTRK2,SHC3,0.993
NTRK2,TGFA,0.712
NTRK2,VEGFC,0.712
NTRK2,TIAM1,0.908
NTRK3,SHC1,0.977
NTRK3,SHC3,0.922
OAS1,STAT2,0.88
OAS1,XAF1,0.887
OAS1,PLSCR1,0.727
OAS1,SAMHD1,0.71
OAT,ODC1,0.986
OCA2,TYR,0.989
OCA2,TYRP1,0.972
OCLN,PECAM1,0.753
OCLN,SCARB1,0.861
OCLN,TGFBR1,0.888
OCLN,TLR4,0.746
OCLN,PPP2R2C,0.906
OGDHL,RIMKLB,0.825
OGN,OMD,0.946
OGN,VCAN,0.729
OGN,PRELP,0.8
OLFM1,RTN4R,0.735
OLFML3,P2RY12,0.733
OLFML3,TMEM119,0.782
OMD,PRELP,0.814
ORAI2,TRPC1,0.963
OSMR,SHC1,0.904
OSMR,TSLP,0.727
OSR2,PITX2,0.77
P2RY12,TMEM119,0.868
P2RY12,P2RY14,0.807
PAFAH1B2,PLA2G4C,0.717
PAFAH1B2,PLA2G5,0.71
PAK3,RAC2,0.935
PAK3,RHOJ,0.794
PAK3,RHOU,0.713
PALM2AKAP2,PRKACB,0.843
PAM,RASSF9,0.875
PANK1,VNN2,0.928
PAPPA,PGF,0.799
PAPSS2,SLC26A2,0.925
PARD6B,RAC2,0.936
PARD6B,RHOQ,0.757
PARD6B,RHOJ,0.889
PARVA,TGFB1I1,0.724
PAX3,SOX10,0.997
PAX3,TYR,0.844
PAX3,TYRP1,0.707
PAX6,PROX1,0.702
PAX6,SOX2,0.977
PAX6,SOX9,0.773
PAX6,SOX17,0.824
PCK1,PPARG,0.907
PCK1,PPARGC1A,0.84
PCK1,RIMKLB,0.804
PCOLCE,THBS1,0.774
PCSK2,THBD,0.779
PDE1A,PDE1C,0.96
PDE2A,PDE5A,0.95
PDE3A,PRKACB,0.898
PDE4B,PRKACB,0.846
PDE5A,PRKG1,0.867
PDE5A,RHOBTB1,0.741
PDGFC,PDGFD,0.985
PDGFC,PDGFRA,0.999
PDGFC,PDGFRB,0.999
PDGFC,PGF,0.876
PDGFC,TEK,0.841
PDGFC,TGFA,0.934
PDGFC,VEGFC,0.876
PDGFD,PDGFRA,0.999
PDGFD,PDGFRB,0.999
PDGFD,TEK,0.723
PDGFD,TGFA,0.919
PDGFRA,PDGFRB,0.989
PDGFRA,PECAM1,0.73
PDGFRA,PGF,0.848
PDGFRA,PIK3R1,0.995
PDGFRA,PIK3R3,0.938
PDGFRA,SHC1,0.938
PDGFRA,SHC3,0.923
PDGFRA,SOX10,0.711
PDGFRA,TGFA,0.764
PDGFRA,VEGFC,0.873
PDGFRB,PECAM1,0.785
PDGFRB,PGF,0.905
PDGFRB,PIK3R1,0.999
PDGFRB,PIK3R3,0.955
PDGFRB,SHC1,0.961
PDGFRB,SHC3,0.926
PDGFRB,TAGLN,0.767
PDGFRB,TGFA,0.865
PDGFRB,THY1,0.801
PDGFRB,VEGFC,0.892
PDK2,PDK4,0.795
PDK4,PPARGC1A,0.838
PDPN,PECAM1,0.776
PDPN,PODXL,0.703
PDPN,PROX1,0.913
PDPN,SYK,0.709
PDPN,VEGFC,0.734
PEAK1,SHC1,0.779
PECAM1,PTAFR,0.724
PECAM1,PTPRC,0.912
PECAM1,PXDN,0.743
PECAM1,SELE,0.959
PECAM1,TEK,0.842
PECAM1,THY1,0.878
PECAM1,TIE1,0.827
PECAM1,VCAM1,0.82
PECAM1,VWF,0.918
PERP,PKP1,0.788
PERP,TP63,0.93
PEX5L,TRIM37,0.738
PGF,TEK,0.914
PGF,TIE1,0.715
PGF,VEGFC,0.77
PGM5,SGCB,0.72
PGM5,SGCD,0.775
PGM5,SGCE,0.74
PIEZO1,TRPC1,0.712
PIK3AP1,PIK3R1,0.958
PIK3AP1,PIK3R3,0.923
PIK3AP1,SYK,0.953
PIK3R1,PIK3R3,0.997
PIK3R1,PREX1,0.916
PIK3R1,RAC2,0.934
PIK3R1,RRAS,0.927
PIK3R1,SH3KBP1,0.857
PIK3R1,SHC1,0.971
PIK3R1,SYK,0.98
PIK3R1,TEK,0.735
PIK3R1,TGFBR1,0.806
PIK3R1,TGFBR2,0.772
PIK3R1,TLR4,0.925
PIK3R1,TIAM1,0.73
PIK3R1,THRB,0.966
PIK3R1,PIP4P2,0.9
PIK3R1,ZFPM2,0.961
PIK3R3,PREX1,0.907
PIK3R3,RAC2,0.913
PIK3R3,RRAS,0.915
PIK3R3,SYK,0.937
PIK3R3,TLR4,0.909
PIK3R3,THRB,0.913
PIK3R3,PIP4P2,0.902
PKD2,TRPC1,0.997
PKD2,TRPM3,0.751
PKD2,PRKD1,0.83
PKIA,PRKACB,0.984
PLA2G2A,PLA2G4C,0.91
PLCB4,PRKCA,0.933
PLCB4,PRKG1,0.918
PLCD4,PRKCA,0.917
PLD1,PLPP3,0.785
PLD1,PRKCA,0.96
PLD1,RRAS,0.912
PLD1,SPHK1,0.929
PLD1,PLPP4,0.926
PLIN2,PPARG,0.727
PLIN2,XDH,0.904
PLN,PRKACB,0.964
PLN,PRKG1,0.95
PLN,SFN,0.9
PLN,SLC8A1,0.82
PLOD3,RAB3IP,0.775
PLP1,QKI,0.722
PLP1,SOX10,0.883
PLPP3,SPHK1,0.953
PLPP3,PLPP4,0.908
PLTP,SAA1,0.828
PLTP,SAA2,0.813
PLTP,SCARB1,0.735
PLTP,VLDLR,0.719
PLTP,SAA2-SAA4,0.705
PLXNA1,PLXNA4,0.954
PLXNA1,PLXND1,0.793
PLXNA1,RAC2,0.943
PLXNA1,RRAS,0.798
PLXNA1,SEMA3A,0.999
PLXNA1,TYROBP,0.906
PLXNA1,RHOD,0.973
PLXNA1,SEMA6A,0.92
PLXNA1,SEMA4D,0.743
PLXNA4,PLXND1,0.752
PLXNA4,RAC2,0.924
PLXNA4,RRAS,0.735
PLXNA4,SEMA3A,0.999
PLXNA4,RHOD,0.922
PLXNA4,SEMA6A,0.999
PLXNA4,SEMA4D,0.788
PLXNC1,SEMA6A,0.813
PLXNC1,SEMA4D,0.892
PLXND1,SEMA3A,0.945
PLXND1,SEMA6A,0.815
PLXND1,SEMA4D,0.816
PMEL,TYR,0.989
PMEL,TYRP1,0.91
PODXL,SELE,0.7
PODXL,SYNPO,0.926
POSTN,THBS2,0.828
POSTN,THBS4,0.774
PPARG,PPARGC1A,0.999
PPARG,PRKCA,0.808
PPARG,RUNX2,0.873
PPARG,SCARB1,0.821
PPARG,SCARB2,0.862
PPARG,SERPINE1,0.732
PPARG,SMARCD3,0.935
PPARG,TCF4,0.764
PPARG,TLR4,0.738
PPARG,ZNF423,0.711
PPARGC1A,PRKACB,0.707
PPARGC1A,RORA,0.849
PPARGC1A,RUNX2,0.826
PPARGC1A,SOD2,0.973
PPARGC1A,TWIST1,0.765
PPP1R3B,PPP1R3C,0.913
PREX1,RAC2,0.975
PREX1,RHOQ,0.713
PRKACB,PRKAR2B,0.999
PRKACB,RAPGEF4,0.982
PRKACB,RASGRF1,0.93
PRKACB,RUNX2,0.937
PRKACB,SCN4B,0.908
PRKACB,SOX9,0.93
PRKACB,PTGER4,0.788
PRKACB,SLC8A1,0.93
PRKACB,RAB32,0.768
PRKACB,SCN7A,0.901
PRKAR2B,RAPGEF4,0.729
PRKCA,RRAS,0.914
PRKCA,SDC4,0.997
PRKCA,SHC1,0.723
PRKCA,SPHK1,0.932
PRKCA,WNT5A,0.75
PRKCA,PRKD1,0.917
PRKG1,SLC8A1,0.927
PROCR,S1PR1,0.715
PROCR,SCARB1,0.83
PROCR,SCARB2,0.832
PROCR,TFPI,0.86
PROCR,THBD,0.999
PROCR,PROS1,0.854
PROX1,VEGFC,0.821
PRRX1,TWIST1,0.794
PTAFR,TLR4,0.723
PTGER2,PTGER4,0.962
PTN,PTPRB,0.992
PTN,PTPRZ1,0.999
PTN,SDC3,0.993
PTN,SPARCL1,0.753
PTPN22,TNFAIP3,0.807
PTPN22,STAT4,0.84
PTPRB,TEK,0.896
PTPRB,TIE1,0.75
PTPRC,PXDN,0.713
PTPRC,SCARB1,0.746
PTPRC,SCARB2,0.746
PTPRC,SIRPA,0.767
PTPRC,SYK,0.772
PTPRC,THY1,0.913
PTPRC,TLR4,0.768
PTPRC,TYROBP,0.828
PTPRC,VCAM1,0.832
PTPRC,TFRC,0.888
PTPRC,SEMA4D,0.977
PTPRJ,SDC2,0.788
PTPRJ,THBS1,0.816
PTPRK,RSPO3,0.701
PTPRZ1,VCAN,0.955
PTX3,TNFAIP6,0.975
PVR,ULBP2,0.724
PXDN,XDH,0.723
QKI,RBPMS,0.967
